sequence_number,Address_US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update,1st_update,Web_order,Gender,Address_res,Purchase,Spending
1193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3587,3587,1,1,0,1,33
1195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2963,2963,1,1,0,1,165
1202,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2899,3852,1,1,0,1,320
1206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3474,3474,1,1,0,1,45
1209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,525,2513,0,1,0,1,490
1216,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,869,2767,0,1,0,1,117
1220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2943,2943,1,1,0,1,183
1227,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2165,3240,1,1,0,1,157
1236,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1877,1969,1,1,0,1,212
1237,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3270,3270,0,1,0,1,38
1238,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3143,3143,0,1,0,1,229
1241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1017,2431,1,1,0,1,254
1242,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2744,2744,1,1,0,1,230
1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1121,1262,1,1,0,1,288
1247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2255,2255,0,1,0,1,161
1250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1275,1323,1,1,1,1,140
1257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,463,2109,0,1,0,1,517
1259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1221,1221,1,1,1,1,164
1260,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1430,1534,0,1,1,1,65
1261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,364,364,0,1,0,1,149
1270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1221,1221,1,1,1,1,44
1277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1147,1147,1,1,0,1,201
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,255,408,1,1,0,1,318
1292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1857,3662,0,1,0,1,240
1299,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3709,3709,1,1,0,1,98
1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,217,217,1,1,0,1,40
1303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,295,3020,1,1,1,1,531
1305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2914,2914,1,1,0,1,85
1311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2850,3458,1,1,1,1,129
1313,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,72,2485,1,1,0,1,229
1316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1128,3376,1,1,0,1,1289
1319,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2310,2317,0,1,0,1,100
1322,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1878,1878,1,1,0,1,35
1323,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3020,3020,0,1,0,1,129
1330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2101,2101,0,1,0,1,146
1331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1581,3660,0,1,0,1,158
1332,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1168,1963,0,1,1,1,40
1335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2548,2799,1,1,0,1,236
1336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2912,2912,0,1,0,1,161
1339,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1701,1815,0,1,0,1,192
1341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,289,3020,0,1,0,1,1214
1350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,995,3125,1,1,0,1,236
1354,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1995,2877,0,1,1,1,220
1359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,2400,0,1,0,1,161
1362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,429,440,0,1,0,1,303
1368,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1879,3914,1,1,1,1,258
1370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2891,2897,1,1,0,1,153
1371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1920,1942,1,1,1,1,130
1377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2333,3642,0,1,0,1,175
1380,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2962,3248,1,1,0,1,128
1384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3157,3157,1,1,0,1,220
1386,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2400,3159,1,1,0,1,13
1390,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2887,3167,0,1,0,1,162
1399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,217,3747,1,1,1,1,81
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,658,658,0,1,1,1,203
1420,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3433,3471,1,1,0,1,99
1426,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2142,3572,0,1,0,1,68
1427,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2873,3944,1,1,1,1,128
1431,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3461,3461,1,1,0,1,198
1433,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1240,3620,0,1,0,1,271
1437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1498,2758,0,1,1,1,162
1444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,751,751,0,1,0,1,43
1447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2481,2481,1,1,0,1,130
1451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1135,2121,1,1,0,1,281
1453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4036,4036,0,1,1,1,129
1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3552,3552,1,1,0,1,45
1458,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,567,567,1,1,1,1,139
1464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,619,1416,1,1,1,1,43
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,717,717,1,1,0,1,40
1472,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3405,3405,1,1,0,1,229
1474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1647,1647,1,1,0,1,267
1475,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3374,3375,1,1,0,1,34
1477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2856,2856,1,1,0,1,130
1479,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,519,2539,0,1,0,1,422
1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,757,855,0,1,0,1,163
1501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,861,861,1,1,0,1,65
1502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3552,3552,1,1,0,1,100
1506,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1836,1836,1,1,0,1,40
1517,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3387,3390,1,1,0,1,203
1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2551,2551,0,1,0,1,282
1520,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2681,2735,1,1,0,1,130
1523,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2530,2530,0,1,0,1,130
1527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,574,574,1,1,0,1,495
1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1521,1725,1,1,1,1,20
1529,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,463,3649,1,1,0,1,402
1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,987,995,0,1,1,1,58
1537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2891,2905,1,1,1,1,273
1539,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3024,3024,1,1,0,1,129
1541,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2912,2912,1,1,0,1,161
1542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3642,3642,1,1,0,1,125
1545,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,216,2081,1,1,0,1,360
1546,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2583,2583,0,1,0,1,55
1554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,822,822,1,1,0,1,56
1556,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2831,2831,1,1,0,1,160
1560,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1206,2313,0,1,0,1,195
1561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,835,1086,1,1,0,1,99
1563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3709,3709,1,1,0,1,198
1564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3704,3704,1,1,0,1,326
1568,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3243,3243,0,1,0,1,183
1576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2074,2074,0,1,0,1,130
1578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,640,640,1,1,0,1,58
1587,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3265,3265,0,1,0,1,98
1588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3684,3684,1,1,0,1,69
1594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2375,2422,0,1,1,1,318
1598,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2962,3157,1,1,0,1,181
1618,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4036,4036,1,1,1,1,97
1624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1584,1584,0,1,0,1,140
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1087,1087,1,1,0,1,263
1628,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1856,2564,0,1,0,1,141
1640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2682,2859,0,1,0,1,429
1644,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2045,2508,1,1,1,1,187
1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71,71,1,1,0,1,55
1654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1823,1869,0,1,0,1,75
1655,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2080,2108,1,1,1,1,161
1666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1128,3382,0,1,0,1,153
1672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4005,4005,1,1,0,1,68
1675,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1382,2402,1,1,0,1,159
1686,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2327,2327,1,1,0,1,418
1689,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2408,2408,0,1,0,1,130
1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,617,617,0,1,0,1,178
1697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,416,416,1,1,0,1,40
1701,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3306,3306,0,1,0,1,68
1702,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,1,0,1,134
1706,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2746,2746,1,1,0,1,411
1707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3579,3579,1,1,0,1,107
1709,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3646,3646,0,1,0,1,128
1713,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3177,3177,0,1,0,1,10
1720,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,920,920,0,1,1,1,141
1724,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2284,2634,0,1,1,1,251
1730,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,962,2943,1,1,0,1,206
1735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1877,1877,1,1,0,1,56
1740,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3222,3222,1,1,0,1,34
1742,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1618,1653,0,1,1,1,3
1751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2998,2998,0,1,0,1,410
1752,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1261,1261,1,1,0,1,44
1758,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,227,2915,1,1,1,1,508
1761,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1878,2619,0,1,0,1,182
1763,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1130,3944,1,1,0,1,1055
1765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,360,2696,0,1,0,1,279
1768,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,875,1536,0,1,1,1,197
1776,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3229,3229,1,1,0,1,68
1777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2971,2976,1,1,0,1,316
1781,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1948,1948,1,1,0,1,54
1782,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3416,3416,1,1,0,1,10
1786,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1983,2158,1,1,0,1,190
1792,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2366,3120,1,1,0,1,288
1794,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2831,2865,0,1,1,1,161
1800,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2326,2334,1,1,0,1,343
1805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1658,2467,1,1,1,1,184
1810,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2456,2576,0,1,0,1,220
1813,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2836,3143,1,1,0,1,506
1814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2955,2955,1,1,1,1,173
1815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3342,3342,0,1,0,1,110
1824,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2759,2794,0,1,0,1,136
1830,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2656,2656,1,1,0,1,130
1833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2107,2107,1,1,0,1,161
1836,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,960,960,0,1,0,1,81
1838,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3398,3398,0,1,0,1,10
1841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2418,2418,1,1,1,1,161
1845,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3590,3590,1,1,0,1,228
1849,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,216,3660,0,1,0,1,1176
1852,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2102,2102,0,1,0,1,54
1855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1123,1135,0,1,0,1,42
1856,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3548,3548,1,1,1,1,131
1862,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3587,3746,1,1,0,1,43
1864,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2775,2775,0,1,0,1,33
1869,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,239,560,1,1,0,1,1200
1872,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1392,1408,1,1,0,1,303
1876,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3019,3019,1,1,0,1,184
1894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,668,1926,1,1,0,1,84
1900,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3215,3684,0,1,0,1,122
1901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,834,3011,0,1,1,1,160
1907,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,598,3251,0,1,1,1,6
1908,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2380,2404,1,1,0,1,88
1915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,465,3791,1,1,0,1,297
1922,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3660,3660,0,1,0,1,33
1923,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3222,3436,1,1,0,1,130
1926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,714,714,0,1,0,1,163
1928,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2296,2466,0,1,0,1,318
1930,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2960,3194,0,1,1,1,160
1940,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3914,3914,1,1,0,1,139
1941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1570,2369,1,1,0,1,203
1946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1073,1080,0,1,0,1,57
1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1564,1564,1,1,0,1,91
1950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3243,3243,0,1,0,1,135
1955,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1766,1766,0,1,0,1,142
1957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1288,2317,0,1,0,1,95
1961,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1288,2073,1,1,0,1,508
1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,962,962,0,1,0,1,263
1964,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1919,1919,1,1,0,1,150
1970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1233,1246,0,1,0,1,81
1974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1135,1408,1,1,0,1,287
1976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,778,2219,0,1,0,1,577
1981,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3340,3340,1,1,0,1,98
1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,659,659,1,1,0,1,188
1989,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3299,3299,1,1,0,1,69
1990,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3436,3436,0,1,0,1,1030
1991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1415,2431,1,1,1,1,130
1992,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2807,2807,0,1,0,1,55
1993,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2466,3747,0,1,0,1,133
1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1136,1400,0,1,0,1,184
1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2633,2633,1,1,0,1,10
