battery_power,talk_time,clock_speed,dual_sim,int_memory,nr_cores,ram,mobile_dep,mobile_wei,screen_height,screen_width,px_height,px_width,touch_screen,three_g,four_g,wifi,bluetooth,primary_cam,front_cam,price_range
1008,11,0.8,No,61,3,2009,1,114,10,3,1077,1122,No,Yes,No,No,No,15,11,1
1861,4,0.9,No,55,7,601,0.5,148,7,5,1698,1877,No,Yes,Yes,No,Yes,8,4,1
1699,12,0.5,Yes,59,4,3796,0.5,97,17,10,466,1768,Yes,No,No,Yes,No,3,1,3
1845,6,0.5,Yes,61,1,1731,0.3,96,9,5,292,695,No,No,No,No,Yes,12,10,1
1515,20,2.6,No,56,3,262,0.9,184,14,4,1438,1593,Yes,Yes,Yes,No,No,1,0,0
696,4,2.4,No,35,3,2022,0.2,103,14,11,533,797,No,Yes,Yes,Yes,Yes,13,11,1
1844,14,2.3,Yes,51,8,1724,0.7,158,5,1,533,882,Yes,No,No,Yes,Yes,3,1,1
832,11,0.7,Yes,39,4,1799,0.7,103,5,2,125,1504,No,Yes,Yes,Yes,No,3,2,1
1128,19,0.5,Yes,33,8,1440,0.6,147,17,15,938,1226,No,Yes,No,No,Yes,7,6,1
1187,5,2.3,No,21,6,2547,0.2,122,10,3,215,1125,Yes,Yes,Yes,No,No,6,0,2
1492,19,1.5,No,11,3,2259,0.9,85,14,12,1684,1746,Yes,No,No,Yes,Yes,7,5,3
1487,14,0.5,No,57,3,2563,0.7,84,18,4,140,768,No,Yes,Yes,No,No,12,6,2
637,7,0.8,Yes,28,4,2725,0.6,194,15,10,1080,1289,No,No,No,No,Yes,6,2,2
1807,3,2,Yes,13,8,323,0.5,155,9,3,970,974,Yes,Yes,Yes,Yes,No,0,0,0
1938,18,0.5,Yes,44,2,3497,0.5,121,18,10,1299,1935,Yes,No,No,No,Yes,9,5,3
999,5,1.8,Yes,27,4,1344,0.1,167,17,10,20,745,No,Yes,Yes,No,Yes,1,0,0
1697,8,0.7,No,34,1,3701,0.1,95,15,9,236,1264,Yes,Yes,Yes,No,Yes,3,1,3
504,10,1,No,14,7,1607,0.5,189,15,0,881,1129,Yes,Yes,No,Yes,Yes,9,8,0
683,5,0.7,No,19,4,2622,0.9,173,16,3,954,1985,No,No,No,Yes,No,17,5,2
1172,6,1.9,No,27,1,1477,0.7,164,12,0,607,1092,No,Yes,Yes,No,No,3,0,1
1872,16,0.9,Yes,16,2,2295,0.5,80,15,11,286,1484,No,No,No,Yes,Yes,2,0,2
1312,17,0.8,Yes,24,6,3833,0.9,156,14,13,115,1791,Yes,No,No,No,Yes,0,0,3
1163,12,2.8,Yes,49,2,2768,0.6,155,19,2,520,754,No,No,No,Yes,No,0,0,2
1454,10,1.6,No,21,4,719,0.2,160,14,10,186,1100,Yes,Yes,Yes,Yes,Yes,10,6,0
1470,4,2.2,Yes,33,7,1633,0.4,138,18,4,1790,1988,No,Yes,Yes,No,No,10,4,2
821,15,1.8,Yes,54,3,3185,0.1,109,8,4,253,1786,No,Yes,No,No,No,9,5,2
1991,8,2.7,No,64,2,1733,0.9,145,5,3,1058,1325,Yes,Yes,Yes,No,Yes,13,5,2
605,4,1,No,9,3,392,0.1,142,15,6,160,1026,No,Yes,Yes,No,No,16,8,0
557,16,0.5,Yes,17,6,2623,0.2,89,17,16,322,710,No,No,No,No,No,4,3,1
1154,16,2,No,35,5,3262,0.8,159,16,15,1003,1827,No,Yes,Yes,No,No,16,6,3
1109,16,2.8,Yes,57,1,2785,0.9,151,15,10,124,833,No,Yes,No,No,Yes,12,6,2
1053,14,2.9,No,42,6,1339,0.9,126,17,0,419,1261,No,No,No,Yes,No,17,7,0
1275,4,0.5,Yes,5,1,3784,0.2,152,13,4,19,501,Yes,Yes,Yes,No,Yes,9,3,3
1934,9,2.7,No,2,4,2190,0.1,118,18,1,242,1127,No,Yes,Yes,Yes,Yes,16,8,2
1891,11,2.8,No,37,7,3704,0.4,129,8,6,169,1108,No,Yes,Yes,No,No,14,7,3
1645,20,1.8,No,21,7,783,0.7,123,10,8,897,1308,No,Yes,No,No,Yes,2,1,0
1632,15,1.4,No,41,4,2614,0.1,132,5,4,706,1623,No,Yes,No,No,Yes,1,0,2
1048,15,0.9,No,28,2,1458,0.8,194,5,1,966,1975,No,Yes,Yes,Yes,Yes,19,10,1
1617,18,2.6,No,29,6,3685,0.9,113,13,1,283,676,No,No,No,No,Yes,20,14,3
1715,13,1.9,No,3,5,514,0.1,171,7,4,79,1652,No,Yes,Yes,No,No,6,4,0
1826,17,0.5,Yes,49,8,1612,0.6,172,17,9,973,1633,Yes,Yes,Yes,No,Yes,6,5,2
1358,13,1.7,No,60,3,440,0.6,147,14,10,889,1635,No,Yes,No,No,No,1,0,0
1617,8,1.5,No,63,2,2754,0.7,111,19,10,274,1079,Yes,Yes,Yes,Yes,No,10,1,2
955,18,0.5,No,2,4,1974,0.6,155,14,1,428,1254,Yes,Yes,No,No,Yes,10,2,1
1307,5,1.8,No,7,7,1412,0.6,88,16,9,897,1103,No,No,No,Yes,No,3,2,1
1944,7,0.5,No,26,4,2322,0.5,92,19,8,313,712,No,Yes,Yes,Yes,Yes,9,1,2
797,6,2.2,Yes,37,7,2216,0.9,144,9,5,206,1167,No,Yes,No,No,No,2,0,1
1314,17,2.2,No,40,7,3033,0.8,116,9,8,328,1858,Yes,Yes,Yes,Yes,Yes,1,0,3
924,12,0.5,Yes,47,8,1620,0.3,167,17,15,108,1813,No,Yes,Yes,No,No,6,0,1
634,4,0.8,No,41,1,3242,0.2,192,18,11,1362,1853,No,Yes,No,Yes,Yes,12,5,3
1577,7,1,Yes,64,3,2967,0.1,105,7,3,116,1432,Yes,Yes,Yes,Yes,No,7,0,3
1524,13,1.8,Yes,10,4,2678,0.6,174,16,5,154,550,No,Yes,No,Yes,Yes,1,0,2
1531,7,2,No,60,6,2524,0.4,162,13,11,625,765,No,Yes,Yes,No,No,1,0,2
809,3,0.8,No,21,7,1274,0.9,91,18,7,1453,1726,No,No,No,No,No,19,10,1
1709,15,2.1,No,13,2,3283,1,156,17,1,974,1385,No,Yes,No,No,Yes,2,1,3
1288,2,2.8,Yes,50,2,3129,0.1,121,17,6,1177,1809,No,No,No,No,No,20,15,3
1762,11,2.5,No,15,8,2183,0.3,107,8,3,1103,1364,Yes,Yes,Yes,No,Yes,11,10,2
1220,15,2.8,No,54,7,1037,0.7,109,6,4,383,1249,No,Yes,No,No,Yes,20,1,0
745,16,0.6,Yes,35,8,2459,0.8,102,14,1,89,1538,Yes,Yes,No,No,Yes,10,5,1
1997,15,1.8,Yes,40,4,1655,0.5,185,7,6,866,1212,No,Yes,No,No,Yes,8,1,2
774,14,0.6,Yes,8,1,2614,0.4,136,7,0,1713,1865,Yes,Yes,Yes,Yes,Yes,4,2,2
1731,20,2.3,Yes,60,4,1220,0.5,171,9,3,142,1039,Yes,No,No,No,Yes,20,18,1
1331,11,0.5,No,55,3,1732,0.9,146,6,2,1162,1531,No,Yes,No,Yes,No,15,8,1
930,16,1,Yes,4,8,2016,0.9,144,13,10,1017,1289,Yes,Yes,Yes,Yes,Yes,10,4,1
863,18,1.6,Yes,6,4,520,0.7,133,10,2,717,1799,No,Yes,Yes,Yes,No,13,5,0
1633,7,1.7,Yes,33,2,511,0.9,111,9,0,146,906,Yes,Yes,Yes,No,No,19,3,0
1068,7,2,Yes,37,7,1803,0.9,184,5,4,186,1998,No,Yes,Yes,No,No,13,1,1
1413,15,1.7,No,10,6,2867,0.2,200,5,4,314,1606,Yes,No,No,No,Yes,6,2,2
576,5,2.8,No,10,5,2938,0.2,184,6,0,513,1438,Yes,Yes,Yes,Yes,Yes,7,2,2
1927,18,0.9,Yes,11,8,2916,0.4,190,16,11,491,1506,Yes,No,No,Yes,No,12,3,3
1042,2,2.2,No,11,5,2826,0.6,139,18,0,68,1018,No,Yes,Yes,No,No,16,15,2
1456,20,0.5,Yes,7,5,1587,0.4,105,6,5,823,1104,No,Yes,No,Yes,Yes,12,7,1
582,2,0.5,Yes,27,3,2437,0.2,168,19,2,985,1420,Yes,Yes,No,Yes,No,10,3,2
918,14,0.9,Yes,8,7,1652,0.1,123,17,4,653,671,Yes,Yes,No,No,No,5,1,1
1065,20,2.8,Yes,21,5,1193,0.1,158,16,13,760,1722,No,Yes,Yes,Yes,No,3,0,1
1540,5,0.7,Yes,29,7,1161,0.1,157,11,8,318,831,No,Yes,Yes,No,No,1,0,0
819,13,0.6,Yes,42,6,1814,0.9,188,5,4,339,1242,No,Yes,Yes,Yes,No,20,8,1
1678,19,2.3,Yes,7,1,574,0.5,192,5,3,418,1763,No,Yes,No,No,Yes,14,11,0
662,15,0.5,No,20,1,2125,0.8,138,17,15,1001,1224,Yes,No,No,Yes,No,10,5,1
1225,15,2.4,No,15,5,1970,0.1,155,16,8,840,982,Yes,Yes,No,No,Yes,0,0,1
608,7,0.5,Yes,64,4,2517,0.9,94,16,8,4,1351,Yes,Yes,No,Yes,Yes,0,0,1
1494,9,1.6,Yes,24,1,3614,0.2,101,15,12,979,1190,No,Yes,Yes,No,No,17,4,3
1974,17,0.5,Yes,10,6,1433,0.8,145,6,1,530,1496,No,No,No,No,No,12,9,1
1221,14,2.3,No,35,7,2638,0.4,152,19,16,765,1899,Yes,Yes,Yes,Yes,No,19,7,2
948,9,1.5,Yes,18,4,2926,0.3,119,17,13,340,1728,Yes,Yes,No,Yes,No,7,6,2
1310,8,2.3,Yes,57,8,1175,0.9,135,16,0,449,889,No,No,No,No,Yes,9,6,0
1772,20,0.5,Yes,64,8,1834,0.7,116,5,2,270,545,Yes,No,No,Yes,Yes,15,3,1
1566,13,0.5,Yes,20,2,659,0.5,126,14,9,1603,1930,Yes,Yes,No,Yes,Yes,0,0,1
753,16,0.5,No,48,8,3484,0.1,121,11,10,606,1316,No,Yes,Yes,No,Yes,20,11,3
1546,16,1.6,Yes,27,2,267,0.7,124,12,10,1138,1491,Yes,Yes,Yes,No,Yes,6,2,0
1379,15,1.1,Yes,18,2,2358,0.2,129,10,5,838,885,Yes,Yes,Yes,No,No,16,1,2
984,13,0.5,No,42,7,898,0.8,98,16,8,1036,1611,Yes,Yes,Yes,No,Yes,17,13,0
673,9,2.2,Yes,3,2,2719,0.4,84,19,2,1109,1247,Yes,Yes,No,Yes,Yes,9,2,2
1479,6,0.5,No,19,3,3323,0.6,156,13,12,180,1476,No,Yes,No,Yes,No,10,8,3
1242,19,2.4,No,28,4,318,0.2,166,11,10,315,1796,No,Yes,No,No,Yes,9,8,0
1299,20,2.8,Yes,60,8,1412,0.8,187,13,1,1333,1838,Yes,No,No,Yes,No,6,2,1
851,10,0.5,No,21,5,478,0.4,200,12,7,1171,1263,No,Yes,No,Yes,No,7,3,0
730,4,2.1,Yes,4,8,1210,0.1,89,19,15,302,1247,Yes,Yes,Yes,Yes,No,2,0,0
1563,5,2.4,No,24,8,3660,0.2,170,7,5,142,1699,Yes,Yes,Yes,No,No,0,0,3
1900,4,2,Yes,41,8,850,0.5,190,5,1,912,1596,Yes,Yes,No,Yes,Yes,6,1,1
1719,5,2,No,12,8,462,0.3,122,6,3,240,904,No,No,No,No,Yes,7,0,0
721,8,0.5,Yes,6,4,530,0.4,194,8,4,1446,1988,No,Yes,Yes,Yes,No,9,6,0
727,7,1.5,No,32,7,1891,1,131,19,13,813,1377,No,Yes,Yes,Yes,Yes,1,0,1
1885,16,2.4,Yes,14,4,1277,0.6,92,9,6,1406,1517,No,Yes,Yes,Yes,No,15,12,1
1988,14,0.5,No,16,8,3144,0.1,94,16,2,153,696,No,Yes,Yes,No,Yes,1,0,3
946,6,1.4,No,26,6,1637,0.1,186,7,3,273,891,No,Yes,No,Yes,Yes,10,9,0
1696,4,1.7,No,13,3,523,0.9,97,5,0,179,772,Yes,No,No,Yes,No,2,1,0
581,13,0.6,No,56,2,354,0.2,180,10,4,523,565,Yes,Yes,Yes,Yes,No,10,5,0
989,19,2,No,17,3,3892,0.2,166,18,7,256,1394,Yes,Yes,No,No,Yes,19,4,3
1448,18,0.5,Yes,2,5,593,0.2,100,9,4,846,1144,Yes,Yes,No,Yes,No,19,18,0
1152,8,2.1,Yes,26,2,3284,0.3,82,15,2,1304,1673,No,Yes,Yes,Yes,Yes,0,0,3
1232,16,2.9,Yes,24,5,1257,0.3,169,16,10,361,809,No,Yes,Yes,No,No,17,1,0
1578,3,1.9,Yes,37,4,2458,0.1,138,19,16,411,1226,No,Yes,Yes,Yes,No,19,2,2
1733,10,1.5,Yes,6,1,3488,0.9,170,6,4,590,997,Yes,Yes,Yes,Yes,Yes,15,4,3
1726,6,1.9,No,42,5,1868,0.6,106,16,7,1221,1804,No,Yes,Yes,No,Yes,3,1,2
987,8,2,Yes,20,7,1454,0.8,192,11,3,412,565,Yes,Yes,No,No,No,3,1,0
1616,2,2.3,Yes,52,5,657,0.1,100,7,3,151,1133,Yes,Yes,No,No,Yes,8,3,0
827,17,1.1,Yes,18,2,1663,0.9,160,14,0,448,821,Yes,Yes,Yes,Yes,No,16,2,0
1662,13,0.5,No,61,4,3760,0.8,126,9,5,32,1509,Yes,Yes,Yes,Yes,No,13,0,3
1035,12,0.6,Yes,44,3,3506,0.5,99,14,5,236,1960,Yes,Yes,Yes,No,No,3,2,3
671,15,0.9,Yes,30,7,2504,0.7,105,6,4,852,1182,No,Yes,No,No,No,17,10,2
1270,13,0.6,Yes,32,7,3770,0.5,101,5,3,299,845,Yes,Yes,Yes,No,Yes,6,2,3
1829,7,1.7,No,36,5,1475,0.8,112,11,4,291,563,No,No,No,No,No,1,0,1
921,11,2.2,Yes,10,7,3153,0.1,170,8,2,1272,1469,Yes,Yes,Yes,No,Yes,18,12,3
1846,11,0.6,No,19,1,1333,0.7,159,15,6,83,773,Yes,No,No,Yes,Yes,2,1,1
623,18,1.4,Yes,15,3,3510,0.2,189,14,4,778,844,No,Yes,Yes,Yes,No,1,0,2
882,8,0.7,Yes,28,6,751,0.2,151,19,11,248,884,No,Yes,Yes,Yes,No,16,9,0
1122,13,1.2,No,2,4,3291,0.6,120,11,2,331,790,Yes,Yes,No,Yes,No,14,9,2
1344,5,1.5,No,14,1,2074,0.5,190,8,1,419,556,Yes,Yes,No,No,No,3,1,1
1029,4,1.9,Yes,5,5,582,0.2,171,15,7,264,956,Yes,Yes,Yes,Yes,Yes,8,5,0
555,3,0.5,Yes,17,5,343,0.2,163,19,14,956,1010,Yes,No,No,Yes,Yes,12,2,0
907,6,1.4,Yes,42,1,584,0.2,151,11,9,171,507,No,Yes,No,No,No,16,3,0
1590,4,1.9,Yes,21,5,1701,1,160,11,4,920,963,No,Yes,Yes,Yes,No,18,3,1
1977,7,1.3,Yes,31,8,2641,0.4,173,8,2,1145,1356,No,No,No,No,No,6,2,3
525,12,0.5,Yes,51,8,1891,0.5,137,18,3,262,1587,Yes,No,No,No,Yes,11,5,1
1788,4,0.5,Yes,2,6,2655,0.3,150,12,2,472,1073,No,Yes,Yes,Yes,Yes,20,15,2
1808,8,0.5,Yes,31,2,2736,0.5,92,9,1,714,1208,No,No,No,Yes,Yes,16,1,3
1940,8,0.9,Yes,17,5,2297,0.7,93,14,6,112,858,Yes,No,No,No,Yes,7,4,2
1425,6,1.2,No,35,8,590,0.7,127,13,2,150,1897,Yes,Yes,Yes,Yes,No,14,9,0
719,2,2.9,No,6,6,841,0.7,102,9,1,405,1141,No,Yes,No,No,No,8,7,0
1652,20,1.1,Yes,36,4,2338,0.7,89,12,8,313,1264,No,No,No,No,Yes,5,1,2
894,2,0.7,No,58,2,3305,0.1,123,12,7,158,747,No,Yes,Yes,No,No,3,2,2
709,5,1.9,No,13,8,467,0.1,81,17,11,570,1422,Yes,Yes,Yes,Yes,No,15,11,0
1176,17,2.1,No,62,2,1534,0.5,168,6,2,674,1455,No,Yes,Yes,No,Yes,10,2,1
1175,9,1.3,No,19,7,1944,0.3,164,9,4,873,1394,Yes,Yes,No,No,Yes,9,2,1
1190,19,2.2,Yes,47,6,624,0.3,186,9,3,1417,1441,Yes,Yes,No,Yes,Yes,10,9,0
1689,3,0.5,No,9,5,2637,0.5,150,8,4,467,675,No,Yes,No,No,Yes,15,11,2
720,3,0.9,Yes,14,4,1086,0.8,165,14,7,366,1234,Yes,Yes,Yes,No,Yes,14,12,0
1160,15,1.1,No,63,3,595,0.7,166,18,4,762,859,No,Yes,Yes,Yes,No,2,1,0
1507,19,0.9,Yes,42,5,1486,0.4,123,15,3,682,888,No,Yes,Yes,No,Yes,0,0,1
1708,16,0.8,No,14,4,1247,0.9,197,19,16,263,1345,No,Yes,Yes,No,No,16,8,1
1713,10,3,Yes,20,7,971,0.9,104,11,10,237,890,No,Yes,Yes,No,No,17,5,0
801,19,2.2,Yes,63,7,1617,0.4,165,17,4,650,879,No,No,No,Yes,Yes,4,2,1
742,12,2.2,Yes,56,7,3557,0.2,190,16,11,577,1359,Yes,No,No,Yes,No,14,4,3
1097,12,0.8,No,21,7,2219,0.1,160,15,6,1277,1352,No,Yes,Yes,Yes,No,15,10,2
786,5,2.2,Yes,33,7,2390,0.5,141,12,11,507,1697,No,Yes,No,Yes,No,6,0,2
1015,2,0.8,No,12,3,2293,0.5,102,5,1,335,679,Yes,No,No,No,Yes,14,5,1
1788,20,0.5,No,6,6,2321,0.2,141,7,5,149,1022,Yes,Yes,Yes,No,No,16,0,2
1464,19,0.5,Yes,17,6,1277,0.7,153,13,6,418,1341,No,Yes,Yes,No,No,8,0,1
1796,3,1.6,Yes,7,4,1642,0.1,101,9,4,667,798,Yes,No,No,Yes,No,6,5,1
1366,3,0.7,Yes,34,2,3501,0.1,150,13,11,402,964,No,Yes,Yes,No,Yes,9,0,3
1686,5,0.5,Yes,28,5,780,0.8,182,11,10,599,1073,No,No,No,No,Yes,8,4,0
1349,17,2.2,Yes,55,7,2462,0.1,105,15,7,648,1019,No,Yes,No,Yes,Yes,7,5,2
1406,2,0.5,Yes,34,3,3915,0.8,98,9,8,1017,1366,No,Yes,Yes,Yes,No,5,2,3
1816,16,1.6,Yes,50,5,3637,0.1,186,11,7,800,1089,No,No,No,Yes,Yes,2,0,3
1254,12,2.3,No,44,1,3011,0.2,149,7,4,204,1021,Yes,Yes,Yes,No,Yes,10,0,2
1130,10,0.5,Yes,29,1,432,0.7,130,6,1,593,1327,Yes,Yes,Yes,Yes,Yes,14,1,0
1994,6,0.8,Yes,7,8,454,0.6,88,11,8,667,711,Yes,Yes,Yes,No,Yes,4,2,0
1775,14,1.5,No,41,1,2343,0.1,163,19,13,1633,1869,Yes,Yes,No,Yes,Yes,7,3,3
502,14,1.5,Yes,37,2,1649,0.2,199,6,1,705,1810,Yes,No,No,No,No,12,7,1
1260,8,0.6,No,13,6,2710,1,106,13,1,165,736,Yes,Yes,Yes,No,No,6,5,2
774,12,2.8,No,55,3,3916,0.9,124,8,1,8,896,Yes,Yes,Yes,No,Yes,18,7,3
1454,5,0.5,Yes,34,4,3419,0.7,83,7,5,250,1033,Yes,Yes,No,No,Yes,3,1,3
576,16,1.2,No,30,8,2800,0.8,162,11,6,847,893,Yes,No,No,Yes,No,5,1,2
1445,20,0.5,No,53,7,1099,0.7,174,17,1,386,836,No,Yes,No,No,Yes,14,0,0
1482,12,0.5,No,48,7,2971,0.2,142,12,8,634,642,Yes,Yes,No,Yes,No,10,2,2
1159,9,2.7,No,28,8,2495,0.2,80,10,0,378,751,Yes,Yes,Yes,Yes,No,18,13,2
865,19,1.2,Yes,59,3,2361,0.1,159,16,11,805,1804,No,Yes,No,Yes,No,9,8,2
1498,12,1.2,Yes,14,4,577,0.1,191,14,12,111,1167,Yes,Yes,Yes,No,Yes,1,0,0
1796,4,2.3,No,44,2,3577,0.9,184,17,7,1024,1363,Yes,Yes,No,No,Yes,11,4,3
1450,12,2.7,Yes,19,1,575,0.6,131,15,9,707,1882,No,No,No,No,Yes,17,9,0
980,4,0.5,No,33,6,2268,0.9,160,7,5,1008,1758,Yes,Yes,Yes,No,Yes,0,0,2
1856,10,0.5,Yes,24,5,2052,0.1,155,17,6,277,1155,Yes,Yes,Yes,No,No,1,0,2
860,18,1.6,Yes,48,7,1870,0.5,187,17,2,335,1463,No,Yes,No,No,Yes,18,13,1
1868,17,0.5,No,40,8,298,0.9,179,8,2,576,884,Yes,Yes,Yes,No,Yes,17,2,0
1136,16,0.5,No,9,6,2110,0.9,150,9,5,1307,1767,No,Yes,Yes,Yes,No,2,0,2
1325,18,0.5,No,13,4,3707,1,133,19,3,1353,1915,Yes,Yes,Yes,No,Yes,8,0,3
595,18,0.9,Yes,23,3,3752,0.1,121,10,2,441,810,Yes,Yes,Yes,No,No,17,7,3
1656,19,0.5,Yes,38,7,1499,0.1,105,12,8,506,519,No,Yes,Yes,Yes,Yes,17,8,1
1753,17,0.5,Yes,31,1,1324,0.1,134,17,0,1590,1926,No,Yes,Yes,Yes,No,18,0,2
1368,17,1.6,Yes,9,7,2941,0.1,115,13,12,843,1145,Yes,No,No,No,Yes,7,4,3
1510,11,0.9,Yes,45,5,3484,0.9,180,9,6,708,1752,Yes,No,No,Yes,Yes,3,2,3
1920,4,0.6,Yes,19,3,3943,0.5,131,13,0,670,1152,Yes,Yes,Yes,No,No,8,3,3
1007,12,2.9,Yes,21,8,1301,0.8,185,8,6,479,831,Yes,Yes,Yes,No,Yes,12,5,0
977,10,2.8,Yes,35,2,3714,0.6,165,19,3,1502,1862,Yes,No,No,Yes,Yes,15,2,3
973,2,1.5,No,57,7,2977,0.2,190,6,4,457,1816,No,Yes,Yes,No,Yes,16,5,2
1254,17,1.2,Yes,50,5,3959,0.7,108,10,4,462,1013,Yes,Yes,No,No,No,6,2,3
1093,6,0.5,No,31,2,1646,0.6,171,12,0,1310,1420,Yes,Yes,Yes,No,No,12,1,1
1498,19,0.7,No,8,7,3358,0.1,170,7,3,347,1076,No,Yes,Yes,No,Yes,4,3,3
891,4,1.9,Yes,18,6,1303,0.1,153,17,16,40,1435,Yes,Yes,Yes,Yes,No,3,1,0
615,18,0.5,Yes,42,6,2211,0.6,163,7,4,104,1664,No,No,No,Yes,Yes,4,0,1
686,19,0.5,No,3,6,570,0.3,91,7,6,1109,1392,Yes,No,No,No,Yes,15,11,0
1224,11,0.5,No,6,6,506,0.4,109,10,0,747,826,Yes,Yes,Yes,Yes,No,18,16,0
1554,20,2.8,Yes,23,6,2184,0.1,105,13,9,699,1492,No,Yes,No,Yes,No,18,7,2
1886,20,0.5,No,24,3,1179,0.4,112,16,7,809,1958,No,Yes,Yes,Yes,No,1,0,1
757,9,2.3,Yes,58,4,3237,0.2,163,19,12,535,697,No,Yes,Yes,Yes,No,7,5,2
1266,4,1.9,Yes,7,3,2532,0.2,184,10,5,346,1468,Yes,Yes,Yes,Yes,No,12,0,2
897,7,2,No,2,8,1958,0.6,154,7,5,0,994,Yes,Yes,Yes,No,Yes,10,3,1
645,4,0.5,No,41,7,2962,1,197,12,9,327,580,Yes,Yes,No,Yes,No,10,1,2
1606,20,1.4,No,57,4,3454,0.1,154,13,8,1127,1924,No,No,No,Yes,No,4,3,3
723,16,0.5,No,3,4,1851,0.2,168,15,3,920,1748,No,Yes,Yes,No,No,3,0,1
959,10,1.7,No,13,4,3328,0.4,155,10,9,87,736,Yes,Yes,No,Yes,Yes,16,15,2
1709,17,0.8,No,58,2,1781,0.8,136,18,3,956,1292,No,Yes,Yes,No,Yes,10,8,2
622,5,0.7,No,9,2,3916,0.3,127,13,1,98,511,No,Yes,Yes,Yes,No,0,0,2
1843,6,2.8,No,62,3,3899,0.8,104,5,4,21,832,No,Yes,Yes,Yes,No,7,1,3
1001,10,2.8,Yes,40,3,3654,0.2,117,13,9,922,1836,Yes,Yes,No,Yes,No,7,1,3
899,7,0.5,Yes,57,2,364,0.9,172,11,1,788,1331,Yes,Yes,Yes,No,No,18,13,0
1190,9,2,Yes,40,5,3610,0.2,93,13,7,1399,1646,No,No,No,Yes,No,1,0,3
696,9,0.5,No,51,3,2630,0.3,197,18,8,649,907,No,No,No,Yes,No,8,6,1
1698,17,2.5,No,26,2,1656,0.4,105,5,3,485,1819,No,Yes,Yes,Yes,No,18,10,2
535,18,1.5,No,48,1,740,0.7,113,11,10,290,811,Yes,Yes,Yes,No,No,4,1,0
1784,11,1.6,No,41,6,2313,0.4,164,14,1,610,1437,Yes,No,No,No,No,20,4,2
1299,5,2.8,Yes,64,6,1938,0.5,83,19,8,46,908,No,Yes,No,Yes,Yes,6,0,1
1900,13,2.3,No,18,7,2871,0.2,89,12,1,1055,1661,Yes,Yes,Yes,Yes,Yes,9,1,3
1945,14,1.6,Yes,57,4,732,0.3,195,14,1,743,1753,Yes,Yes,Yes,No,No,1,0,1
765,4,0.5,Yes,47,8,2243,0.3,115,11,7,1277,1429,No,Yes,Yes,Yes,No,1,0,2
1087,6,1.3,No,16,3,690,0.3,166,14,6,295,589,No,Yes,Yes,Yes,No,9,0,0
1893,17,0.5,Yes,23,8,1482,0.1,179,15,7,1203,1432,Yes,No,No,No,Yes,3,1,2
1012,10,0.5,Yes,39,4,2802,0.1,161,8,0,882,1195,Yes,Yes,No,No,No,6,4,2
1004,18,2.9,Yes,35,6,3772,0.2,141,17,8,901,1162,Yes,No,No,Yes,Yes,9,0,3
1076,9,2.6,No,38,6,891,0.7,119,18,3,129,915,Yes,Yes,Yes,No,Yes,8,3,0
1967,7,0.5,No,46,1,1567,0.6,199,15,2,518,1374,Yes,Yes,Yes,No,No,7,0,1
1665,14,0.5,No,60,6,1601,0.2,194,18,17,1572,1684,No,Yes,Yes,No,Yes,18,3,2
598,7,2.3,Yes,21,2,3293,0.7,196,8,4,680,1173,No,Yes,No,Yes,No,10,7,2
1035,19,0.5,Yes,49,2,3991,0.3,178,12,4,574,1171,No,Yes,Yes,No,No,15,14,3
664,19,1.2,Yes,28,5,2042,0.9,106,17,15,754,1497,Yes,Yes,No,No,No,5,0,1
1576,13,2.6,No,58,3,336,0.2,90,14,8,400,631,Yes,Yes,No,Yes,No,16,7,0
1449,10,0.5,Yes,52,6,2036,0.6,105,5,1,211,947,Yes,No,No,No,Yes,0,0,1
1569,15,0.8,Yes,59,3,3672,0.9,111,15,2,1261,1383,No,Yes,No,Yes,No,16,8,3
823,9,1,Yes,18,5,3894,0.2,182,13,10,1180,1350,Yes,Yes,Yes,No,No,16,9,3
1949,19,0.5,Yes,31,5,832,0.1,145,7,3,837,1182,No,Yes,Yes,No,Yes,9,2,1
1059,11,2.4,No,61,3,3716,0.1,134,15,13,1613,1916,Yes,Yes,No,No,No,18,8,3
797,6,2.9,Yes,38,4,590,0.5,90,9,2,763,1413,Yes,No,No,No,Yes,6,4,0
1329,6,1,No,52,6,1228,0.9,181,8,6,1053,1458,No,Yes,No,Yes,Yes,2,1,1
714,19,2.1,Yes,11,3,1164,0.1,197,15,12,1750,1857,Yes,Yes,Yes,No,Yes,6,5,1
1661,2,0.8,Yes,6,7,864,1,109,9,8,594,1337,No,Yes,Yes,Yes,Yes,2,1,1
1670,5,1.6,Yes,47,8,876,0.8,139,16,0,1706,1886,Yes,Yes,No,No,Yes,15,0,1
909,4,0.5,Yes,30,3,594,0.4,97,12,0,290,773,Yes,Yes,No,Yes,Yes,10,9,0
1441,7,2.1,Yes,3,8,2317,0.1,118,16,4,577,1071,No,Yes,Yes,Yes,No,17,11,2
1583,8,1.2,Yes,14,2,2498,0.2,148,13,6,1171,1673,No,No,No,Yes,No,4,0,2
695,17,1.2,No,41,8,2282,0.4,169,5,2,789,1211,Yes,Yes,Yes,No,No,8,1,1
1219,6,1,Yes,17,5,705,0.7,196,11,3,473,1022,Yes,No,No,Yes,No,4,0,0
1348,7,2,No,52,3,955,0.3,98,18,11,1869,1942,Yes,Yes,No,Yes,No,20,18,1
